,Bayesian_contract,Dynamic_contract,Deterministic_menu,Randomized_menu,r,P,c,DC > BC,DC > DM,DC > RM,Perfect EQ
0,1.4694249454777633,1.4694249388615148,1.5572809253571558,1.5572809253571558,[0 2],"[[[0.531205   0.468795  ]
  [0.23917954 0.76082046]]

 [[0.69015454 0.30984546]
  [0.29139551 0.70860449]]]","[[0.468795   0.76082046]
 [0.30984546 0.70860449]]",False,False,False,"[('x0,,0', 6.842647218989838e-08), ('x0,,1', 0.18952145477718987), ('x1,0,0', 0.2567628240840312), ('x1,0,1', 0.26887888220059925), ('x1,1,0', 6.828368656961881e-08), ('x1,1,1', 1.8104785048652159), ('y0_0_0', 0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', 0.0), ('y1_0_1', 1.0), ('y1_1_0', 0.0), ('y1_1_1', 1.0), ('z0_1,0', 0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', 0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 1.9933770032517077e-09), ('a1', 1.123911487092542e-08)]"
0,9.310191123290473,9.310191123290455,9.810191123290483,9.810191123290481,[1 7],"[[[0.20597971 0.79402029]
  [0.30915359 0.69084641]]

 [[0.51188808 0.48811192]
  [0.05842226 0.94157774]]]","[[1.44103044 1.28626962]
 [0.98216788 1.6623666 ]]",False,False,False,"[('x0,,0', 0.5000000000000018), ('x0,,1', 1.999999999999935), ('x1,0,0', 0.0), ('x1,0,1', 1.5000000000000633), ('x1,1,0', 0.0), ('x1,1,1', 1.5000000000001255), ('y0_0_0', 1.0), ('y0_0_1', 0.0), ('y0_1_0', 1.0), ('y0_1_1', 0.0), ('y1_0_0', -0.0), ('y1_0_1', 1.0), ('y1_1_0', -0.0), ('y1_1_1', 1.0), ('z0_1,0', 1.0), ('z0_1,1', 0.0), ('z0_2,0-0', 1.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 0.0), ('z1_1,0', -0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 0.0), ('a1', 0.0)]"
0,5.78335592220273,6.440231896288448,9.718561735587127,9.718561735587127,[4 6],"[[[0.18177727 0.81822273]
  [0.48583192 0.51416808]]

 [[0.65488722 0.34511278]
  [0.28349312 0.71650688]]]","[[2.81822273 2.51416808]
 [1.56340852 1.81100458]]",True,False,False,"[('x0,,0', 0.0), ('x0,,1', 4.388426716233311), ('x1,0,0', 0.0), ('x1,0,1', 2.500217735070776), ('x1,1,0', 0.0), ('x1,1,1', 0.6666666666665169), ('y0_0_0', 1.0), ('y0_0_1', 0.0), ('y0_1_0', 1.0), ('y0_1_1', 0.0), ('y1_0_0', -0.0), ('y1_0_1', 1.0), ('y1_1_0', -0.0), ('y1_1_1', 1.0), ('z0_1,0', 1.0), ('z0_1,1', 0.0), ('z0_2,0-0', 1.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 0.0), ('z1_1,0', -0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 0.0), ('a1', 0.0)]"
0,10.612900631058595,10.612900631058594,16.53793988821743,16.53793988821743,[8 9],"[[[0.79486751 0.20513249]
  [0.22396319 0.77603681]]

 [[0.70015703 0.29984297]
  [0.93000728 0.06999272]]]","[[4.10256624 4.3880184 ]
 [2.07496074 2.01749818]]",False,False,False,"[('x0,,0', 0.0), ('x0,,1', 3.9411332518658626), ('x1,0,0', 0.0), ('x1,0,1', 9.899182786880365), ('x1,1,0', 0.0), ('x1,1,1', 7.367656160867352), ('y0_0_0', -0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', 1.0), ('y1_0_1', 0.0), ('y1_1_0', 1.0), ('y1_1_1', 0.0), ('z0_1,0', -0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', 1.0), ('z1_1,1', 0.0), ('z1_2,0-0', 1.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 0.0), ('a0', 0.0), ('a1', 0.0)]"
0,7.73204712239141,9.128341544732276,13.28070415514311,13.28070415514311,[5 9],"[[[0.7713929  0.2286071 ]
  [0.56298999 0.43701001]]

 [[0.20338705 0.79661295]
  [0.77197575 0.22802425]]]","[[2.95721419 3.37402001]
 [1.63729036 1.1824194 ]]",True,False,False,"[('x0,,0', 4.582673481360624), ('x0,,1', 0.0), ('x1,0,0', 1.9221723935797415), ('x1,0,1', 3.9221723935797925), ('x1,1,0', 0.0), ('x1,1,1', 0.0), ('y0_0_0', 1.0), ('y0_0_1', 0.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', 1.0), ('y1_0_1', 0.0), ('y1_1_0', 1.0), ('y1_1_1', 0.0), ('z0_1,0', 1.0), ('z0_1,1', 0.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 1.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 0.0), ('z1_1,0', 1.0), ('z1_1,1', 0.0), ('z1_2,0-0', 1.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 0.0), ('a0', 0.0), ('a1', 1.1728740077832263)]"
0,5.375778059348832,5.672258867333346,8.043676615899525,8.043676615899525,[1 8],"[[[0.29425133 0.70574867]
  [0.40967792 0.59032208]]

 [[0.72693971 0.27306029]
  [0.49645662 0.50354338]]]","[[2.97012035 2.56612729]
 [0.97047401 1.50826789]]",True,False,False,"[('x0,,0', 0.0), ('x0,,1', 4.90602366001009), ('x1,0,0', 0.0), ('x1,0,1', 3.5109113498413507), ('x1,1,0', 0.0), ('x1,1,1', 2.333333333333656), ('y0_0_0', 1.0), ('y0_0_1', 0.0), ('y0_1_0', 1.0), ('y0_1_1', 0.0), ('y1_0_0', -0.0), ('y1_0_1', 1.0), ('y1_1_0', -0.0), ('y1_1_1', 1.0), ('z0_1,0', 1.0), ('z0_1,1', 0.0), ('z0_2,0-0', 1.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 0.0), ('z1_1,0', -0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 0.0), ('a1', 0.6287945190120376)]"
0,7.923010805969906,7.923010799322933,9.919966588227762,9.919966588227762,[3 9],"[[[0.57814918 0.42185082]
  [0.44631535 0.55368465]]

 [[0.76852306 0.23147694]
  [0.67716556 0.32283444]]]","[[1.84370165 2.1073693 ]
 [0.87777233 0.98740133]]",False,False,False,"[('x0,,0', 1.1495944647338492e-08), ('x0,,1', 0.892076764652473), ('x1,0,0', 0.6488293007455271), ('x1,0,1', 1.2229539241228098), ('x1,1,0', 1.1435487927404187e-08), ('x1,1,1', 6.720087667415701), ('y0_0_0', 0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', 0.0), ('y1_0_1', 1.0), ('y1_1_0', 0.0), ('y1_1_1', 1.0), ('z0_1,0', 0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', 0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 2.3581247769464503e-09), ('a1', 0.4826661940965068)]"
0,3.605086584735142,4.01095751618754,5.491154433175613,5.575719154990597,[2 4],"[[[0.71383963 0.28616037]
  [0.20938452 0.79061548]]

 [[0.29946104 0.70053896]
  [0.64183299 0.35816701]]]","[[1.28616037 1.79061548]
 [0.85026948 0.6790835 ]]",True,False,False,"[('x0,,0', 0.0), ('x0,,1', 2.870935658351716), ('x1,0,0', 0.0), ('x1,0,1', 0.5000000000000573), ('x1,1,0', 0.0), ('x1,1,1', 1.6587390775156303), ('y0_0_0', -0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', 1.0), ('y1_0_1', 0.0), ('y1_1_0', 1.0), ('y1_1_1', 0.0), ('z0_1,0', -0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', 1.0), ('z1_1,1', 0.0), ('z1_2,0-0', 1.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 0.0), ('a0', 0.0), ('a1', 0.66093278934229)]"
0,6.565421548577069,6.578105711156378,9.412031335237248,9.412031335237248,[4 6],"[[[0.64693403 0.35306597]
  [0.53566708 0.46433292]]

 [[0.6470503  0.3529497 ]
  [0.54026676 0.45973324]]]","[[0.94122639 0.98573317]
 [1.56863313 1.63982216]]",True,False,False,"[('x0,,0', 4.8485662742659335), ('x0,,1', 0.0), ('x1,0,0', 0.0), ('x1,0,1', 0.0), ('x1,1,0', 0.3536362963891596), ('x1,1,1', 1.020302963055222), ('y0_0_0', 0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', -0.0), ('y1_0_1', 1.0), ('y1_1_0', 0.0), ('y1_1_1', 1.0), ('z0_1,0', 0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', -0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 1.288942566784771), ('a1', 0.0)]"
0,5.282077699164631,5.282077699164631,9.24243396586661,9.24243396586661,[4 5],"[[[0.47506964 0.52493036]
  [0.45350537 0.54649463]]

 [[0.2824964  0.7175036 ]
  [0.21117082 0.78882918]]]","[[1.50831012 1.51549821]
 [2.3587518  2.39441459]]",False,False,False,"[('x0,,0', 0.0), ('x0,,1', 0.0), ('x1,0,0', 0.0), ('x1,0,1', 0.0), ('x1,1,0', 0.0), ('x1,1,1', 6.070806300886307), ('y0_0_0', 0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', -0.0), ('y1_0_1', 1.0), ('y1_1_0', 0.0), ('y1_1_1', 1.0), ('z0_1,0', 0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', -0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 0.28666662738172777), ('a1', 0.0)]"
0,3.8727737708172767,4.149329510878987,3.872773770817276,3.872773770817276,[0 6],"[[[0.61711988 0.38288012]
  [0.8452521  0.1547479 ]]

 [[0.41468667 0.58531333]
  [0.77501402 0.22498598]]]","[[0.76576024 0.3094958 ]
 [0.87796999 0.33747898]]",True,True,True,"[('x0,,0', 0.7323159445834703), ('x0,,1', 0.0), ('x1,0,0', 0.31383350582601566), ('x1,0,1', 2.3138335058257877), ('x1,1,0', 0.0), ('x1,1,1', 0.0), ('y0_0_0', 1.0), ('y0_0_1', 0.0), ('y0_1_0', 1.0), ('y0_1_1', 0.0), ('y1_0_0', 1.0), ('y1_0_1', 0.0), ('y1_1_0', 1.0), ('y1_1_1', 0.0), ('z0_1,0', 1.0), ('z0_1,1', 0.0), ('z0_2,0-0', 1.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 0.0), ('z1_1,0', 1.0), ('z1_1,1', 0.0), ('z1_2,0-0', 1.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 0.0), ('a0', 0.0), ('a1', 0.032201844897877446)]"
0,3.2148458891756437,3.7812640248232032,4.423943630036345,4.423943630036345,[0 6],"[[[0.77218555 0.22781445]
  [0.65931766 0.34068234]]

 [[0.49049051 0.50950949]
  [0.31019575 0.68980425]]]","[[0.68344335 1.02204703]
 [1.01901898 1.3796085 ]]",True,False,False,"[('x0,,0', 0.9516526570744964), ('x0,,1', 0.0), ('x1,0,0', 0.0), ('x1,0,1', 0.0), ('x1,1,0', 0.39460563572032675), ('x1,1,1', 3.3946056357201777), ('y0_0_0', -0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', -0.0), ('y1_0_1', 1.0), ('y1_1_0', 0.0), ('y1_1_1', 1.0), ('z0_1,0', -0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', -0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 0.0), ('a1', 0.0)]"
0,8.27666053657262,8.689746772130494,12.293498797354886,12.293498797354886,[4 8],"[[[0.45860048 0.54139952]
  [0.70155125 0.29844875]]

 [[0.22507405 0.77492595]
  [0.17190672 0.82809328]]]","[[3.08279904 2.5968975 ]
 [1.41994076 1.46247462]]",True,False,False,"[('x0,,0', 6.394512168286434), ('x0,,1', 0.0), ('x1,0,0', 0.0), ('x1,0,1', 0.0), ('x1,1,0', 0.0), ('x1,1,1', 2.2046908057251127), ('y0_0_0', -0.0), ('y0_0_1', 1.0), ('y0_1_0', 1.0), ('y0_1_1', 0.0), ('y1_0_0', -0.0), ('y1_0_1', 1.0), ('y1_1_0', 0.0), ('y1_1_1', 1.0), ('z0_1,0', -0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 1.0), ('z0_2,1-1', 0.0), ('z1_1,0', -0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 0.0), ('a1', 0.0)]"
0,9.795153600543976,9.795153600543976,10.595153600543965,10.595153600543956,[2 9],"[[[0.85522567 0.14477433]
  [0.26906662 0.73093338]]

 [[0.6057529  0.3942471 ]
  [0.55322738 0.44677262]]]","[[0.60268406 1.42330674]
 [0.95194593 1.02548166]]",False,False,False,"[('x0,,0', 0.0), ('x0,,1', 0.0), ('x1,0,0', 0.0), ('x1,0,1', 0.0), ('x1,1,0', 0.8000000000000875), ('x1,1,1', 3.5999999999999215), ('y0_0_0', -0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', -0.0), ('y1_0_1', 1.0), ('y1_1_0', 0.0), ('y1_1_1', 1.0), ('z0_1,0', -0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', -0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 0.0), ('a1', 0.0)]"
0,5.410573997302089,5.4295656621646575,9.81092197889104,9.81092197889104,[1 9],"[[[0.3729033  0.6270967 ]
  [0.31584963 0.68415037]]

 [[0.64089546 0.35910454]
  [0.65073146 0.34926854]]]","[[3.00838681 3.23660147]
 [0.77456726 0.75882967]]",True,False,False,"[('x0,,0', 0.0), ('x0,,1', 5.461666978510652), ('x1,0,0', 0.0), ('x1,0,1', 3.8942276531468956), ('x1,1,0', 0.0), ('x1,1,1', 4.000000000001714), ('y0_0_0', -0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', 1.0), ('y1_0_1', 0.0), ('y1_1_0', 1.0), ('y1_1_1', 0.0), ('z0_1,0', -0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', 1.0), ('z1_1,1', 0.0), ('z1_2,0-0', 1.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 0.0), ('a0', 0.0), ('a1', 1.8106096962034777)]"
0,5.270814645333843,5.828011337286447,9.44687550526043,9.490112099758562,[4 6],"[[[0.39951854 0.60048146]
  [0.66621348 0.33378652]]

 [[0.61553138 0.38446862]
  [0.42948933 0.57051067]]]","[[2.60048146 2.33378652]
 [0.95378745 1.02820427]]",True,False,False,"[('x0,,0', 5.542291550563017), ('x0,,1', 0.0), ('x1,0,0', 0.0), ('x1,0,1', 0.0), ('x1,1,0', 0.0), ('x1,1,1', 2.0682048014383), ('y0_0_0', -0.0), ('y0_0_1', 1.0), ('y0_1_0', 1.0), ('y0_1_1', 0.0), ('y1_0_0', -0.0), ('y1_0_1', 1.0), ('y1_1_0', 0.0), ('y1_1_1', 1.0), ('z0_1,0', -0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 1.0), ('z0_2,1-1', 0.0), ('z1_1,0', -0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 0.0), ('a1', 1.5038794498686145)]"
0,5.270612882784936,5.920750681201333,8.826630749524064,8.826630749524064,[2 6],"[[[0.20353286 0.79646714]
  [0.15522192 0.84477808]]

 [[0.80941538 0.19058462]
  [0.28814503 0.71185497]]]","[[2.59293428 2.68955616]
 [0.5524677  0.96948397]]",True,False,False,"[('x0,,0', 0.0), ('x0,,1', 3.6051512854337666), ('x1,0,0', 0.0), ('x1,0,1', 2.854129338401181), ('x1,1,0', 0.0), ('x1,1,1', 0.8000000000001146), ('y0_0_0', 1.0), ('y0_0_1', 0.0), ('y0_1_0', -0.0), ('y0_1_1', 1.0), ('y1_0_0', -0.0), ('y1_0_1', 1.0), ('y1_1_0', -0.0), ('y1_1_1', 1.0), ('z0_1,0', 1.0), ('z0_1,1', 0.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 1.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 0.0), ('z1_1,0', -0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 0.0), ('a1', 1.1968608779278556)]"
0,8.30274411977916,8.308377649459617,11.338707357015513,11.338707357015513,[3 8],"[[[0.30904308 0.69095692]
  [0.45882395 0.54117605]]

 [[0.47343458 0.52656542]
  [0.47003187 0.52996813]]]","[[2.15159487 1.90196009]
 [1.40820677 1.41246016]]",True,False,False,"[('x0,,0', 0.0), ('x0,,1', 4.561203130776151), ('x1,0,0', 0.0), ('x1,0,1', 1.6666666666661234), ('x1,1,0', 0.20955299296581895), ('x1,1,1', 1.4595529929945366), ('y0_0_0', 1.0), ('y0_0_1', 0.0), ('y0_1_0', 1.0), ('y0_1_1', 0.0), ('y1_0_0', -0.0), ('y1_0_1', 1.0), ('y1_1_0', -0.0), ('y1_1_1', 1.0), ('z0_1,0', 1.0), ('z0_1,1', 0.0), ('z0_2,0-0', 1.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 0.0), ('z1_1,0', -0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 0.0), ('a1', 0.4643851097500154)]"
0,9.597226058650149,10.0141332070711,10.263892725316714,10.263892725316714,[1 8],"[[[0.03621411 0.96378589]
  [0.41029202 0.58970798]]

 [[0.19295173 0.80704827]
  [0.69688146 0.30311854]]]","[[1.93662531 1.28198896]
 [2.21644595 1.04060993]]",True,False,False,"[('x0,,0', 2.9864761510742865), ('x0,,1', 0.0), ('x1,0,0', 1.9735335348429406), ('x1,0,1', 4.306866868176106), ('x1,1,0', 0.0), ('x1,1,1', 0.0), ('y0_0_0', 1.0), ('y0_0_1', 0.0), ('y0_1_0', 1.0), ('y0_1_1', 0.0), ('y1_0_0', 1.0), ('y1_0_1', 0.0), ('y1_1_0', 1.0), ('y1_1_1', 0.0), ('z0_1,0', 1.0), ('z0_1,1', 0.0), ('z0_2,0-0', 1.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 0.0), ('z1_1,0', 1.0), ('z1_1,1', 0.0), ('z1_2,0-0', 1.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 0.0), ('a0', 0.4572692409501067), ('a1', 0.0)]"
0,7.454902524866695,7.454902524867003,9.535535683208527,9.535535683208527,[3 6],"[[[0.47487031 0.52512969]
  [0.43523967 0.56476033]]

 [[0.34661779 0.65338221]
  [0.25147031 0.74852969]]]","[[1.14384727 1.17357024]
 [1.24003666 1.31139726]]",True,False,False,"[('x0,,0', 0.0), ('x0,,1', 0.0), ('x1,0,0', 0.0), ('x1,0,1', 0.0), ('x1,1,0', 1.5000000000004872), ('x1,1,1', 2.999999999999813), ('y0_0_0', -0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', -0.0), ('y1_0_1', 1.0), ('y1_1_0', 0.0), ('y1_1_1', 1.0), ('z0_1,0', -0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', -0.0), ('z1_1,1', 1.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 1.0), ('a0', 0.0), ('a1', 0.0)]"
0,8.200140704532846,8.424107561845327,13.053496982326482,13.053496982326482,[6 7],"[[[0.11576727 0.88423273]
  [0.30643115 0.69356885]]

 [[0.64007187 0.35992813]
  [0.31619607 0.68380393]]]","[[1.72105818 1.67339221]
 [3.17996406 3.34190197]]",True,False,False,"[('x0,,0', 7.011178923225093), ('x0,,1', 0.0), ('x1,0,0', 0.0), ('x1,0,1', 2.97484047340875), ('x1,1,0', 0.0), ('x1,1,1', 0.0), ('y0_0_0', 1.0), ('y0_0_1', 0.0), ('y0_1_0', 1.0), ('y0_1_1', 0.0), ('y1_0_0', 1.0), ('y1_0_1', 0.0), ('y1_1_0', 0.0), ('y1_1_1', 1.0), ('z0_1,0', 1.0), ('z0_1,1', 0.0), ('z0_2,0-0', 1.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 0.0), ('z1_1,0', 1.0), ('z1_1,1', 0.0), ('z1_2,0-0', 0.0), ('z1_2,1-0', 1.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 0.0), ('a0', 0.0), ('a1', 0.0)]"
0,3.0774801744859044,3.0774801744859044,5.191748628612354,5.191748628612354,[2 3],"[[[0.27971783 0.72028217]
  [0.14897382 0.85102618]]

 [[0.52204937 0.47795063]
  [0.52853354 0.47146646]]]","[[1.36014108 1.42551309]
 [0.82598354 0.82382215]]",False,False,False,"[('x0,,0', 0.0), ('x0,,1', 0.0), ('x1,0,0', 0.19958979798349819), ('x1,0,1', 3.2383498747739567), ('x1,1,0', 0.0), ('x1,1,1', 3.350103970230215), ('y0_0_0', -0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', 1.0), ('y1_0_1', 0.0), ('y1_1_0', 1.0), ('y1_1_1', 0.0), ('z0_1,0', -0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', 1.0), ('z1_1,1', 0.0), ('z1_2,0-0', 1.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 0.0), ('a0', 0.0), ('a1', 0.0)]"
0,5.431007141070927,5.677996846618036,5.716773017737422,6.012454039969089,[0 9],"[[[0.81435907 0.18564093]
  [0.59481267 0.40518733]]

 [[0.19829685 0.80170315]
  [0.55825799 0.44174201]]]","[[0.41769208 0.91167149]
 [3.60766415 1.98783902]]",True,False,False,"[('x0,,0', 0.0), ('x0,,1', 4.500000000000092), ('x1,0,0', 0.0), ('x1,0,1', 4.499999999999832), ('x1,1,0', 0.0), ('x1,1,1', 3.280861656675759), ('y0_0_0', -0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', 1.0), ('y1_0_1', 0.0), ('y1_1_0', 1.0), ('y1_1_1', 0.0), ('z0_1,0', -0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', 1.0), ('z1_1,1', 0.0), ('z1_2,0-0', 1.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 0.0), ('a0', 1.329363577087829), ('a1', 0.0)]"
0,11.20922969045649,11.430636354351943,13.606316602612676,13.664300879341633,[5 8],"[[[0.82076645 0.17923355]
  [0.25415544 0.74584456]]

 [[0.15972915 0.84027085]
  [0.24321264 0.75678736]]]","[[1.10754013 1.44750674]
 [1.88020314 1.81759052]]",True,False,False,"[('x0,,0', 0.0), ('x0,,1', 1.3815120497493987), ('x1,0,0', 0.0), ('x1,0,1', 3.0937190922902027), ('x1,1,0', 0.0), ('x1,1,1', 2.500011834845965), ('y0_0_0', -0.0), ('y0_0_1', 1.0), ('y0_1_0', 0.0), ('y0_1_1', 1.0), ('y1_0_0', 1.0), ('y1_0_1', 0.0), ('y1_1_0', 1.0), ('y1_1_1', 0.0), ('z0_1,0', -0.0), ('z0_1,1', 1.0), ('z0_2,0-0', 0.0), ('z0_2,1-0', 0.0), ('z0_2,0-1', 0.0), ('z0_2,1-1', 1.0), ('z1_1,0', 1.0), ('z1_1,1', 0.0), ('z1_2,0-0', 1.0), ('z1_2,1-0', 0.0), ('z1_2,0-1', 0.0), ('z1_2,1-1', 0.0), ('a0', 0.0), ('a1', 0.0)]"
