,BSS,DySS,DSM,RSM,R1FI,R,C,DySS > BSS,DySS > DSM,DySS > RSM,DySS > R1FI,R1FI > DSM,DySS EQ,Perfect EQ
0,14.0,14.0,14.0,14.0,14.0,"[[[7.0, 7.0], [6.0, 1.0]]]","[[[6.0, 7.0], [4.0, 5.0]]]",False,False,False,False,False,"[('x0_0,', 1.0), ('x0_1,', 0.0), ('x1_0,0', 1.0), ('x1_1,0', 0.0), ('x1_0,1', 0.0), ('x1_1,1', 1.0), ('y0_0-0', 0.0), ('y0_1-0', 1.0), ('y0_0-1', 0.0), ('y0_1-1', 0.0), ('a0', 13.0)]","[[('x_0', 1.0), ('x_1', 0.0)]]"
0,14.0,14.0,14.0,13.999999983441139,14.0,"[[[6.0, 7.0], [4.0, 6.0]]]","[[[1.0, 5.0], [1.0, 0.0]]]",False,False,True,False,False,"[('x0_0,', 1.0), ('x0_1,', 0.0), ('x1_0,0', 0.0), ('x1_1,0', 1.0), ('x1_0,1', 1.0), ('x1_1,1', 0.0), ('y0_0-0', -0.0), ('y0_1-0', -0.0), ('y0_0-1', -0.0), ('y0_1-1', 1.0), ('a0', 10.0)]","[[('x_0', 1.0), ('x_1', 0.0)]]"
0,7.0,7.000000000000001,7.0,7.0,7.0,"[[[4.0, 1.0], [1.0, 2.0]]]","[[[5.0, 6.0], [6.0, 1.0]]]",True,True,True,True,False,"[('x0_0,', 0.8333333333333334), ('x0_1,', 0.16666666666666663), ('x1_0,0', 0.8333333333333334), ('x1_1,0', 0.16666666666666663), ('x1_0,1', 0.8333333333333334), ('x1_1,1', 0.16666666666666663), ('y0_0-0', 1.0), ('y0_1-0', -0.0), ('y0_0-1', -0.0), ('y0_1-1', -0.0), ('a0', 10.333333333333334)]","[[('x_0', 0.8333333333333334), ('x_1', 0.16666666666666663)]]"
0,-0.0,-0.0,0.0,-0.0,0.0,"[[[0.0, 0.0], [0.0, 0.0]]]","[[[1.0, 3.0], [5.0, 6.0]]]",False,False,False,False,False,"[('x0_0,', 0.0), ('x0_1,', 1.0), ('x1_0,0', 0.6666666666666666), ('x1_1,0', 0.33333333333333337), ('x1_0,1', 1.0), ('x1_1,1', 0.0), ('y0_0-0', 0.0), ('y0_1-0', -0.0), ('y0_0-1', 0.0), ('y0_1-1', 1.0), ('a0', 9.0)]",[None]
0,14.0,14.0,14.0,13.999999983413398,14.0,"[[[1.0, 7.0], [6.0, 5.0]]]","[[[4.0, 5.0], [6.0, 0.0]]]",False,False,True,False,False,"[('x0_0,', 1.0), ('x0_1,', 0.0), ('x1_0,0', 0.0), ('x1_1,0', 1.0), ('x1_0,1', 1.0), ('x1_1,1', 0.0), ('y0_0-0', -0.0), ('y0_1-0', -0.0), ('y0_0-1', -0.0), ('y0_1-1', 1.0), ('a0', 10.0)]","[[('x_0', 1.0), ('x_1', 0.0)]]"
0,14.0,14.0,14.0,14.0,14.0,"[[[7.0, 2.0], [4.0, 6.0]]]","[[[7.0, 2.0], [7.0, 7.0]]]",False,False,False,False,False,"[('x0_0,', 1.0), ('x0_1,', 0.0), ('x1_0,0', 1.0), ('x1_1,0', 0.0), ('x1_0,1', 1.0), ('x1_1,1', 0.0), ('y0_0-0', 1.0), ('y0_1-0', -0.0), ('y0_0-1', -0.0), ('y0_1-1', -0.0), ('a0', 14.0)]","[[('x_0', 1.0), ('x_1', 0.0)]]"
0,10.0,10.0,10.0,10.0,10.0,"[[[6.0, 5.0], [2.0, 0.0]]]","[[[0.0, 2.0], [0.0, 1.0]]]",False,False,False,False,False,"[('x0_0,', 1.0), ('x0_1,', 0.0), ('x1_0,0', 1.0), ('x1_1,0', 0.0), ('x1_0,1', 1.0), ('x1_1,1', 0.0), ('y0_0-0', 0.0), ('y0_1-0', 0.0), ('y0_0-1', 0.0), ('y0_1-1', 1.0), ('a0', 4.0)]","[[('x_0', 1.0), ('x_1', 0.0)]]"
0,10.0,10.0,10.0,10.0,10.0,"[[[5.0, 3.0], [7.0, 3.0]]]","[[[5.0, 5.0], [5.0, 7.0]]]",False,False,False,False,False,"[('x0_0,', 1.0), ('x0_1,', 0.0), ('x1_0,0', 1.0), ('x1_1,0', 0.0), ('x1_0,1', 1.0), ('x1_1,1', 0.0), ('y0_0-0', 1.0), ('y0_1-0', -0.0), ('y0_0-1', -0.0), ('y0_1-1', -0.0), ('a0', 10.0)]","[[('x_0', 1.0), ('x_1', 0.0)]]"
0,14.0,14.0,14.0,14.0,14.0,"[[[7.0, 7.0], [0.0, 1.0]]]","[[[3.0, 1.0], [5.0, 0.0]]]",False,False,False,False,False,"[('x0_0,', 1.0), ('x0_1,', 0.0), ('x1_0,0', 1.0), ('x1_1,0', 0.0), ('x1_0,1', 0.0), ('x1_1,1', 1.0), ('y0_0-0', 1.0), ('y0_1-0', 0.0), ('y0_0-1', 0.0), ('y0_1-1', 0.0), ('a0', 6.0)]","[[('x_0', 1.0), ('x_1', 0.0)]]"
0,14.0,14.0,14.0,13.999999983360516,14.0,"[[[2.0, 6.0], [7.0, 7.0]]]","[[[7.0, 4.0], [6.0, 7.0]]]",False,False,True,False,False,"[('x0_0,', 0.0), ('x0_1,', 1.0), ('x1_0,0', 0.0), ('x1_1,0', 1.0), ('x1_0,1', 0.0), ('x1_1,1', 1.0), ('y0_0-0', -0.0), ('y0_1-0', -0.0), ('y0_0-1', -0.0), ('y0_1-1', 1.0), ('a0', 14.0)]","[[('x_0', 0.0), ('x_1', 1.0)]]"
0,6.0,6.0,6.0,6.0,6.0,"[[[0.0, 2.0], [0.0, 3.0]]]","[[[3.0, 1.0], [1.0, 1.0]]]",False,False,False,False,False,"[('x0_0,', 0.0), ('x0_1,', 1.0), ('x1_0,0', 0.0), ('x1_1,0', 1.0), ('x1_0,1', 0.0), ('x1_1,1', 1.0), ('y0_0-0', 0.0), ('y0_1-0', 0.0), ('y0_0-1', 0.0), ('y0_1-1', 1.0), ('a0', 2.0)]","[[('x_0', 0.0), ('x_1', 1.0)]]"
0,14.0,14.0,14.0,14.0,14.0,"[[[0.0, 0.0], [3.0, 7.0]]]","[[[1.0, 6.0], [0.0, 1.0]]]",False,False,False,False,False,"[('x0_0,', 0.0), ('x0_1,', 1.0), ('x1_0,0', 0.19999999999999996), ('x1_1,0', 0.8), ('x1_0,1', 0.0), ('x1_1,1', 1.0), ('y0_0-0', 0.0), ('y0_1-0', 0.0), ('y0_0-1', 0.0), ('y0_1-1', 1.0), ('a0', 2.0)]","[[('x_0', 0.0), ('x_1', 1.0)]]"
0,14.0,14.0,14.0,14.0,14.0,"[[[5.0, 7.0], [1.0, 2.0]]]","[[[4.0, 5.0], [0.0, 1.0]]]",False,False,False,False,False,"[('x0_0,', 1.0), ('x0_1,', 0.0), ('x1_0,0', 1.0), ('x1_1,0', 0.0), ('x1_0,1', 1.0), ('x1_1,1', 0.0), ('y0_0-0', 0.0), ('y0_1-0', 0.0), ('y0_0-1', 0.0), ('y0_1-1', 1.0), ('a0', 10.0)]","[[('x_0', 1.0), ('x_1', 0.0)]]"
0,10.0,10.0,10.0,9.99999998348195,10.0,"[[[3.0, 2.0], [0.0, 5.0]]]","[[[7.0, 5.0], [2.0, 7.0]]]",False,False,True,False,False,"[('x0_0,', 0.0), ('x0_1,', 1.0), ('x1_0,0', 0.0), ('x1_1,0', 1.0), ('x1_0,1', 0.0), ('x1_1,1', 1.0), ('y0_0-0', 0.0), ('y0_1-0', 0.0), ('y0_0-1', 0.0), ('y0_1-1', 1.0), ('a0', 14.0)]","[[('x_0', 0.0), ('x_1', 1.0)]]"
0,8.0,8.0,8.0,8.0,8.0,"[[[0.0, 1.0], [4.0, 2.0]]]","[[[4.0, 0.0], [7.0, 3.0]]]",False,False,False,False,False,"[('x0_0,', 0.0), ('x0_1,', 1.0), ('x1_0,0', 0.0), ('x1_1,0', 1.0), ('x1_0,1', 1.0), ('x1_1,1', 0.0), ('y0_0-0', 1.0), ('y0_1-0', 0.0), ('y0_0-1', 0.0), ('y0_1-1', 0.0), ('a0', 14.0)]","[[('x_0', 0.0), ('x_1', 1.0)]]"
0,10.0,10.0,10.0,9.999999990077349,10.0,"[[[5.0, 3.0], [5.0, 2.0]]]","[[[0.0, 1.0], [7.0, 5.0]]]",False,False,True,False,False,"[('x0_0,', 1.0), ('x0_1,', 0.0), ('x1_0,0', 0.0), ('x1_1,0', 1.0), ('x1_0,1', 1.0), ('x1_1,1', 0.0), ('y0_0-0', 1.0), ('y0_1-0', -0.0), ('y0_0-1', -0.0), ('y0_1-1', -0.0), ('a0', 7.0)]","[[('x_0', 0.0), ('x_1', 1.0)]]"
0,14.0,14.0,14.0,14.0,14.0,"[[[7.0, 5.0], [0.0, 3.0]]]","[[[7.0, 3.0], [7.0, 6.0]]]",False,False,False,False,False,"[('x0_0,', 1.0), ('x0_1,', 0.0), ('x1_0,0', 1.0), ('x1_1,0', 0.0), ('x1_0,1', 0.0), ('x1_1,1', 1.0), ('y0_0-0', 1.0), ('y0_1-0', 0.0), ('y0_0-1', 0.0), ('y0_1-1', 0.0), ('a0', 14.0)]","[[('x_0', 1.0), ('x_1', 0.0)]]"
