,BSS,DySS,DSM,RSM,R1FI,R,C,DySS > BSS,DySS > DSM,DySS > RSM,DySS > R1FI,R1FI > DSM
0,0.7308786903634225,0.7308786903634225,0.7545627697205495,0.7616190077614001,0.7886665755636723,"[[[0.9717828631401062, 0.9748430848121643, 0.01106857880949974], [0.6855528354644775, 0.6933024525642395, 0.07740809768438339], [0.41919341683387756, 0.45768648386001587, 0.16355878114700317]], [[0.9717828631401062, 0.9748430848121643, 0.01106857880949974], [0.6855528354644775, 0.6933024525642395, 0.07740809768438339], [0.41919341683387756, 0.45768648386001587, 0.16355878114700317]]]","[[[0.507715106010437, 0.6754026412963867, 0.5225144028663635], [0.31237226724624634, 0.8428147435188293, 0.023098040372133255], [0.04802136868238449, 0.4891912043094635, 0.8157965540885925]], [[0.5982221364974976, 0.03285548463463783, 0.4537351131439209], [0.9112181663513184, 0.7916772365570068, 0.8444111943244934], [0.5755155682563782, 0.7790754437446594, 0.9604496955871582]]]",False,False,False,False,True
0,1.5250305342142,1.5972194650069744,1.5712102337835732,1.5737490920371366,1.6082814693308853,"[[[0.020619308575987816, 0.4258878529071808, 0.16202890872955322], [0.18815723061561584, 0.4513707458972931, 0.8873952627182007], [0.9338038563728333, 0.7781522274017334, 0.20453765988349915]], [[0.020619308575987816, 0.4258878529071808, 0.16202890872955322], [0.18815723061561584, 0.4513707458972931, 0.8873952627182007], [0.9338038563728333, 0.7781522274017334, 0.20453765988349915]]]","[[[0.23297566175460815, 0.7577365636825562, 0.43013113737106323], [0.5723687410354614, 0.5689491033554077, 0.19598743319511414], [0.36672964692115784, 0.4963301122188568, 0.5215950012207031]], [[0.1601746678352356, 0.6376015543937683, 0.02805670164525509], [0.4948839843273163, 0.5459807515144348, 0.6317265629768372], [0.6082109212875366, 0.22033803164958954, 0.5078169703483582]]]",True,True,True,False,True
0,2.208395541320883,2.395235575683139,2.2494576854849155,2.26288760856247,2.3589887621811947,"[[[0.5732813477516174, 0.9678918123245239, 0.31552988290786743], [0.28494033217430115, 0.7764490246772766, 0.2564343512058258], [0.2992262840270996, 0.4002772569656372, 0.8082578778266907]], [[0.5732813477516174, 0.9678918123245239, 0.31552988290786743], [0.28494033217430115, 0.7764490246772766, 0.2564343512058258], [0.2992262840270996, 0.4002772569656372, 0.8082578778266907]]]","[[[0.8597822785377502, 0.10076367110013962, 0.5958247184753418], [0.5534906387329102, 0.8250759840011597, 0.9286491870880127], [0.5402733087539673, 0.5989859104156494, 0.22808390855789185]], [[0.8584513664245605, 0.20328782498836517, 0.9025494456291199], [0.492115318775177, 0.3770136535167694, 0.13842132687568665], [0.08196809142827988, 0.9905362129211426, 0.9668698310852051]]]",True,True,True,True,True
0,2.832470490604071,3.1747722966040657,2.9424812374507723,2.953998904984157,3.064983965149288,"[[[0.5966688990592957, 0.624200701713562, 0.14787404239177704], [0.20909373462200165, 0.7960767149925232, 0.2156347632408142], [0.9650015830993652, 0.5668395161628723, 0.667573094367981]], [[0.5966688990592957, 0.624200701713562, 0.14787404239177704], [0.20909373462200165, 0.7960767149925232, 0.2156347632408142], [0.9650015830993652, 0.5668395161628723, 0.667573094367981]]]","[[[0.9989272356033325, 0.665378212928772, 0.7449691295623779], [0.11200888454914093, 0.5257700085639954, 0.2865130305290222], [0.024539927020668983, 0.2053869515657425, 0.8892476558685303]], [[0.4665747284889221, 0.9539538621902466, 0.5452086329460144], [0.8439613580703735, 0.14436042308807373, 0.7814094424247742], [0.7116260528564453, 0.06318744271993637, 0.05575099587440491]]]",True,True,True,True,True
0,3.667830052359968,4.087798413909158,3.7122839717786986,3.72072252143772,3.874262574217464,"[[[0.042734544724226, 0.045772384852170944, 0.5739015340805054], [0.6746720671653748, 0.011633411049842834, 0.32718050479888916], [0.3987100422382355, 0.15990538895130157, 0.1693006306886673]], [[0.042734544724226, 0.045772384852170944, 0.5739015340805054], [0.6746720671653748, 0.011633411049842834, 0.32718050479888916], [0.3987100422382355, 0.15990538895130157, 0.1693006306886673]]]","[[[0.5615759491920471, 0.2627861797809601, 0.7136117815971375], [0.47147393226623535, 0.4978558421134949, 0.5752448439598083], [0.7780966758728027, 0.7313455939292908, 0.5479894280433655]], [[0.455394983291626, 0.5959588289260864, 0.08896287530660629], [0.4032791256904602, 0.5726388096809387, 0.7448622584342957], [0.5987430810928345, 0.20054517686367035, 0.9269960522651672]]]",True,True,True,True,True
